MiB Mem :  16009.2 total,  10116.5 free,   2529.5 used,   3363.2 buff/cache
MiB Mem :  16009.2 total,  10115.8 free,   2529.6 used,   3363.8 buff/cache
MiB Mem :  16009.2 total,  10115.8 free,   2529.6 used,   3363.8 buff/cache
MiB Mem :  16009.2 total,  10115.8 free,   2529.6 used,   3363.8 buff/cache
MiB Mem :  16009.2 total,  10107.9 free,   2537.4 used,   3363.9 buff/cache
MiB Mem :  16009.2 total,  10107.9 free,   2537.4 used,   3363.9 buff/cache
MiB Mem :  16009.2 total,  10107.9 free,   2537.4 used,   3363.9 buff/cache
MiB Mem :  16009.2 total,  10107.9 free,   2537.4 used,   3363.9 buff/cache
MiB Mem :  16009.2 total,  10107.9 free,   2537.4 used,   3363.9 buff/cache
MiB Mem :  16009.2 total,  10107.9 free,   2537.4 used,   3363.9 buff/cache
MiB Mem :  16009.2 total,  10113.9 free,   2531.3 used,   3364.1 buff/cache
MiB Mem :  16009.2 total,  10113.9 free,   2531.3 used,   3364.1 buff/cache
MiB Mem :  16009.2 total,  10113.9 free,   2531.3 used,   3364.1 buff/cache
MiB Mem :  16009.2 total,  10113.9 free,   2531.3 used,   3364.1 buff/cache
MiB Mem :  16009.2 total,  10113.9 free,   2531.3 used,   3364.1 buff/cache
MiB Mem :  16009.2 total,  10113.9 free,   2531.3 used,   3364.1 buff/cache
MiB Mem :  16009.2 total,  10114.1 free,   2531.0 used,   3364.2 buff/cache
MiB Mem :  16009.2 total,  10114.1 free,   2531.0 used,   3364.2 buff/cache
MiB Mem :  16009.2 total,  10114.1 free,   2531.0 used,   3364.2 buff/cache
MiB Mem :  16009.2 total,  10114.1 free,   2531.0 used,   3364.2 buff/cache
MiB Mem :  16009.2 total,  10114.1 free,   2531.0 used,   3364.2 buff/cache
MiB Mem :  16009.2 total,  10114.1 free,   2531.0 used,   3364.2 buff/cache
MiB Mem :  16009.2 total,  10112.5 free,   2532.4 used,   3364.3 buff/cache
MiB Mem :  16009.2 total,  10112.5 free,   2532.4 used,   3364.3 buff/cache
MiB Mem :  16009.2 total,  10112.5 free,   2532.4 used,   3364.3 buff/cache
MiB Mem :  16009.2 total,  10112.5 free,   2532.4 used,   3364.3 buff/cache
MiB Mem :  16009.2 total,  10112.5 free,   2532.4 used,   3364.3 buff/cache
MiB Mem :  16009.2 total,  10112.5 free,   2532.4 used,   3364.3 buff/cache
MiB Mem :  16009.2 total,  10112.1 free,   2532.6 used,   3364.5 buff/cache
MiB Mem :  16009.2 total,  10112.1 free,   2532.6 used,   3364.5 buff/cache
MiB Mem :  16009.2 total,  10112.1 free,   2532.6 used,   3364.5 buff/cache
MiB Mem :  16009.2 total,  10112.1 free,   2532.6 used,   3364.5 buff/cache
MiB Mem :  16009.2 total,  10112.1 free,   2532.6 used,   3364.5 buff/cache
MiB Mem :  16009.2 total,  10112.1 free,   2532.6 used,   3364.5 buff/cache
MiB Mem :  16009.2 total,  10114.7 free,   2529.9 used,   3364.6 buff/cache
MiB Mem :  16009.2 total,  10114.7 free,   2529.9 used,   3364.6 buff/cache
MiB Mem :  16009.2 total,  10114.7 free,   2529.9 used,   3364.6 buff/cache
MiB Mem :  16009.2 total,  10114.7 free,   2529.9 used,   3364.6 buff/cache
MiB Mem :  16009.2 total,  10114.7 free,   2529.9 used,   3364.6 buff/cache
MiB Mem :  16009.2 total,  10114.7 free,   2529.9 used,   3364.6 buff/cache
MiB Mem :  16009.2 total,  10113.5 free,   2531.0 used,   3364.8 buff/cache
