MiB Mem :  16009.2 total,  11211.8 free,   1395.0 used,   3402.4 buff/cache
MiB Mem :  16009.2 total,  11203.9 free,   1402.2 used,   3403.2 buff/cache
MiB Mem :  16009.2 total,  11203.9 free,   1402.2 used,   3403.2 buff/cache
MiB Mem :  16009.2 total,  11206.0 free,   1399.9 used,   3403.3 buff/cache
MiB Mem :  16009.2 total,  11206.0 free,   1399.9 used,   3403.3 buff/cache
MiB Mem :  16009.2 total,  11206.0 free,   1399.9 used,   3403.3 buff/cache
MiB Mem :  16009.2 total,  11206.0 free,   1399.9 used,   3403.3 buff/cache
MiB Mem :  16009.2 total,  11206.0 free,   1399.9 used,   3403.3 buff/cache
MiB Mem :  16009.2 total,  11206.0 free,   1399.9 used,   3403.3 buff/cache
MiB Mem :  16009.2 total,  11205.9 free,   1399.9 used,   3403.5 buff/cache
MiB Mem :  16009.2 total,  11205.9 free,   1399.9 used,   3403.5 buff/cache
MiB Mem :  16009.2 total,  11205.9 free,   1399.9 used,   3403.5 buff/cache
MiB Mem :  16009.2 total,  11205.9 free,   1399.9 used,   3403.5 buff/cache
MiB Mem :  16009.2 total,  11205.9 free,   1399.9 used,   3403.5 buff/cache
MiB Mem :  16009.2 total,  11205.9 free,   1399.9 used,   3403.5 buff/cache
MiB Mem :  16009.2 total,  11209.6 free,   1396.0 used,   3403.6 buff/cache
MiB Mem :  16009.2 total,  11209.6 free,   1396.0 used,   3403.6 buff/cache
MiB Mem :  16009.2 total,  11209.6 free,   1396.0 used,   3403.6 buff/cache
MiB Mem :  16009.2 total,  11209.6 free,   1396.0 used,   3403.6 buff/cache
MiB Mem :  16009.2 total,  11209.6 free,   1396.0 used,   3403.6 buff/cache
MiB Mem :  16009.2 total,  11209.6 free,   1396.0 used,   3403.6 buff/cache
MiB Mem :  16009.2 total,  11207.1 free,   1398.4 used,   3403.7 buff/cache
